# Time, s,1,2,3,4,5,6
0,0.00143877,0.00151829,0.00152393,0.00152936,0.00153097,0.00151433
2,0.00143844,0.00151834,0.0015242,0.00152928,0.00153093,0.00151421
4,0.00143851,0.00151809,0.0015239,0.00152913,0.00153066,0.00151389
6,0.0014387,0.00151772,0.00152383,0.00152922,0.00153029,0.00151376
8,0.00143839,0.00151765,0.00152371,0.0015294,0.00153028,0.00151395
10,0.00143897,0.00151773,0.00152341,0.00152907,0.00153024,0.00151381
12,0.00143848,0.00151782,0.00152317,0.00152899,0.00153038,0.00151358
14,0.00143863,0.00151758,0.00152349,0.00152895,0.0015301,0.00151358
16,0.00143867,0.00151751,0.00152338,0.00152859,0.0015301,0.00151375
18,0.00143848,0.00151717,0.00152323,0.00152868,0.00153016,0.00151348
20,0.0014387,0.00151707,0.00152299,0.00152851,0.00153031,0.00151326
22,0.00143838,0.00151697,0.00152304,0.00152853,0.00153039,0.00151308
24,0.00143847,0.00151696,0.00152302,0.00152861,0.00153018,0.00151295
26,0.00143875,0.00151675,0.00152306,0.00152862,0.00153016,0.00151294
28,0.00143845,0.00151665,0.00152286,0.0015285,0.00153014,0.0015129
30,0.00143861,0.00151648,0.00152266,0.00152832,0.00152982,0.00151291
32,0.00143871,0.00151673,0.00152294,0.00152827,0.00152993,0.00151284
34,0.00143902,0.00151628,0.00152265,0.00152783,0.00152981,0.00151293
36,0.00143897,0.00151629,0.00152233,0.00152783,0.00152965,0.00151272
38,0.00143869,0.00151628,0.00152241,0.00152797,0.00152948,0.00151294
40,0.00143868,0.001516,0.00152245,0.00152792,0.00152917,0.00151267
42,0.00143959,0.00151618,0.00152251,0.00152793,0.00152925,0.00151246
44,0.00143893,0.00151595,0.00152258,0.00152775,0.00152918,0.00151256
46,0.00143865,0.00151569,0.00152256,0.00152761,0.00152951,0.0015125
48,0.00143889,0.00151612,0.00152236,0.00152753,0.00152948,0.00151281
50,0.00143905,0.00151651,0.00152264,0.00152827,0.00152957,0.00151296
52,0.00143354,0.00152549,0.00153032,0.0015344,0.00153579,0.00151742
54,0.00143231,0.00152264,0.00152779,0.00153226,0.00153352,0.00151504
56,0.00143172,0.00152213,0.00152726,0.00153125,0.00153296,0.00151469
58,0.00143131,0.00152156,0.00152692,0.00153132,0.00153262,0.00151407
60,0.00143081,0.00152136,0.00152666,0.00153111,0.00153191,0.00151446
62,0.00143091,0.00152118,0.00152626,0.00153073,0.00153203,0.00151433
64,0.0014308,0.00152102,0.00152618,0.00153084,0.00153189,0.00151452
66,0.00143109,0.00152051,0.00152586,0.00153042,0.001532,0.00151379
68,0.00143125,0.0015207,0.00152594,0.00153029,0.00153147,0.00151372
70,0.00143144,0.00152009,0.00152563,0.00153047,0.00153157,0.00151353
72,0.00143155,0.00151958,0.0015255,0.0015302,0.00153123,0.00151336
74,0.00143242,0.00151972,0.00152551,0.00153019,0.00153138,0.00151369
76,0.00143248,0.0015194,0.00152517,0.00153012,0.00153074,0.00151353
78,0.00143238,0.00151889,0.0015251,0.00152977,0.00153099,0.00151342
80,0.00143244,0.00151937,0.00152551,0.00152985,0.00153092,0.00151335
82,0.00143233,0.00151912,0.00152519,0.00152954,0.00153062,0.00151333
84,0.00143231,0.00151887,0.00152473,0.00152928,0.0015307,0.00151335
86,0.00143239,0.00151882,0.0015248,0.00152953,0.00153058,0.00151293
88,0.00143238,0.00151876,0.00152447,0.00152942,0.00153017,0.001513
90,0.00143272,0.00151875,0.00152428,0.00152944,0.00153028,0.00151292
92,0.00143249,0.00151851,0.0015244,0.00152921,0.00153051,0.00151283
94,0.00143225,0.00151847,0.00152393,0.00152888,0.00153016,0.00151279
96,0.00143235,0.00151849,0.00152417,0.00152901,0.00153,0.00151277
98,0.00143246,0.0015183,0.00152401,0.00152909,0.00153023,0.00151317
100,0,0,0,0,0,0
102,0,0,0,0,0,0
104,0,0,0,0,0,0
106,0,0,0,0,0,0
108,0,0,0,0,0,0
110,0,0,0,0,0,0
112,0,0,0,0,0,0
114,0,0,0,0,0,0
116,0,0,0,0,0,0
118,0,0,0,0,0,0
120,0,0,0,0,0,0
122,0,0,0,0,0,0
124,0,0,0,0,0,0
126,0,0,0,0,0,0
128,0,0,0,0,0,0
130,0,0,0,0,0,0
132,0,0,0,0,0,0
134,0,0,0,0,0,0
136,0,0,0,0,0,0
138,0,0,0,0,0,0
140,0,0,0,0,0,0
142,0,0,0,0,0,0
144,0,0,0,0,0,0
146,0,0,0,0,0,0
148,0,0,0,0,0,0
150,0,0,0,0,0,0
152,0,0,0,0,0,0
154,0,0,0,0,0,0
156,0,0,0,0,0,0
158,0,0,0,0,0,0
160,0,0,0,0,0,0
162,0,0,0,0,0,0
164,0,0,0,0,0,0
166,0,0,0,0,0,0
168,0,0,0,0,0,0
170,0,0,0,0,0,0
172,0,0,0,0,0,0
174,0,0,0,0,0,0
176,0,0,0,0,0,0
178,0,0,0,0,0,0
180,0,0,0,0,0,0
182,0,0,0,0,0,0
184,0,0,0,0,0,0
186,0,0,0,0,0,0
188,0,0,0,0,0,0
190,0,0,0,0,0,0
192,0,0,0,0,0,0
194,0,0,0,0,0,0
196,0,0,0,0,0,0
198,0,0,0,0,0,0
200,0,0,0,0,0,0
202,0,0,0,0,0,0
204,0,0,0,0,0,0
206,0,0,0,0,0,0
208,0,0,0,0,0,0
210,0,0,0,0,0,0
212,0,0,0,0,0,0
214,0,0,0,0,0,0
216,0,0,0,0,0,0
218,0,0,0,0,0,0
220,0,0,0,0,0,0
222,0,0,0,0,0,0
224,0,0,0,0,0,0
226,0,0,0,0,0,0
228,0,0,0,0,0,0
230,0,0,0,0,0,0
232,0,0,0,0,0,0
234,0,0,0,0,0,0
236,0,0,0,0,0,0
238,0,0,0,0,0,0
240,0,0,0,0,0,0
242,0,0,0,0,0,0
244,0,0,0,0,0,0
246,0,0,0,0,0,0
248,0,0,0,0,0,0
250,0,0,0,0,0,0
252,0,0,0,0,0,0
254,0,0,0,0,0,0
256,0,0,0,0,0,0
258,0,0,0,0,0,0
260,0,0,0,0,0,0
262,0,0,0,0,0,0
264,0,0,0,0,0,0
266,0,0,0,0,0,0
268,0,0,0,0,0,0
270,0,0,0,0,0,0
272,0,0,0,0,0,0
274,0,0,0,0,0,0
276,0,0,0,0,0,0
278,0,0,0,0,0,0
280,0,0,0,0,0,0
282,0,0,0,0,0,0
284,0,0,0,0,0,0
286,0,0,0,0,0,0
288,0,0,0,0,0,0
290,0,0,0,0,0,0
292,0,0,0,0,0,0
294,0,0,0,0,0,0
296,0,0,0,0,0,0
298,0,0,0,0,0,0
300,0.00178014,0.00179365,0.00176978,0.00174838,0.00172319,0.00168715
302,0.00177412,0.00178745,0.00176424,0.00174246,0.00171781,0.00168194
304,0.00177003,0.00178404,0.00176096,0.00173975,0.00171538,0.00167916
306,0.0017677,0.00178122,0.00175796,0.00173741,0.0017128,0.00167672
308,0.00176494,0.00177808,0.0017557,0.00173449,0.0017108,0.00167468
310,0.00176286,0.00177568,0.00175339,0.00173311,0.0017088,0.00167213
312,0.00176042,0.00177325,0.00175111,0.00173077,0.00170703,0.0016703
314,0.00175848,0.00177096,0.00174902,0.00172903,0.00170505,0.0016687
316,0.00175619,0.00176874,0.00174704,0.0017266,0.00170328,0.00166699
318,0.00175409,0.00176695,0.00174519,0.001725,0.00170169,0.00166545
320,0.00175215,0.00176476,0.00174359,0.00172379,0.00170003,0.00166384
322,0.0017497,0.00176276,0.00174153,0.00172226,0.0016985,0.00166289
324,0.00174809,0.0017607,0.0017406,0.00172054,0.00169691,0.00166125
326,0.00174622,0.00175904,0.00173853,0.00171945,0.00169543,0.00165962
328,0.00174421,0.00175723,0.00173718,0.00171803,0.0016941,0.00165832
330,0.00174256,0.00175574,0.00173577,0.00171668,0.00169287,0.00165687
332,0.0017409,0.00175396,0.00173407,0.0017149,0.00169143,0.00165579
334,0.00173939,0.00175243,0.0017328,0.00171354,0.0016901,0.00165444
336,0.00173804,0.00175122,0.00173101,0.00171203,0.00168891,0.00165316
338,0.00173659,0.00174996,0.00172959,0.00171081,0.00168787,0.00165229
340,0.00173529,0.00174833,0.00172828,0.00170973,0.0016864,0.00165145
342,0.00173359,0.00174661,0.0017267,0.00170851,0.00168548,0.00165024
344,0.00173243,0.00174546,0.00172543,0.00170756,0.00168458,0.00164905
346,0.00173098,0.00174393,0.00172454,0.00170583,0.00168338,0.00164779
348,0.00172961,0.00174255,0.00172329,0.00170483,0.0016821,0.00164672
350,0.00172895,0.00174122,0.0017221,0.00170419,0.0016816,0.00164629
352,0.0017356,0.00174672,0.00172772,0.00170926,0.00168656,0.00165105
354,0.00173114,0.001739,0.00172357,0.00170545,0.00168301,0.00164757
356,0.00172951,0.0017414,0.00172202,0.00170423,0.00168144,0.00164611
358,0.00172804,0.00173976,0.00172099,0.00170324,0.00168017,0.00164536
360,0.00172601,0.00173814,0.00171974,0.00170183,0.00167915,0.001644
362,0.00172477,0.00173678,0.00171843,0.00170079,0.001678,0.00164277
364,0.00172345,0.00173522,0.00171715,0.00169981,0.0016768,0.00164196
366,0.00172263,0.00173405,0.00171596,0.00169848,0.00167575,0.00164109
368,0.00172104,0.00173296,0.00171512,0.00169762,0.00167499,0.00163999
370,0.00171983,0.00173146,0.00171387,0.0016966,0.00167382,0.00163941
372,0.00171866,0.00173065,0.00171278,0.00169515,0.00167284,0.00163859
374,0.00171759,0.0017295,0.00171158,0.0016942,0.00167164,0.00163818
376,0.00171608,0.00172822,0.00171066,0.0016933,0.00167083,0.00163699
378,0.00171487,0.00172709,0.00170964,0.00169237,0.00167006,0.00163627
380,0.0017139,0.00172566,0.00170901,0.0016916,0.00166945,0.00163555
382,0.00171324,0.00172415,0.00170774,0.00169076,0.0016681,0.00163479
384,0.00171222,0.00172298,0.00170679,0.00168969,0.00166724,0.00163394
386,0.00171106,0.0017218,0.00170603,0.0016889,0.00166683,0.0016329
388,0.00171027,0.00172113,0.00170458,0.00168815,0.00166607,0.00163247
390,0.00170932,0.00171987,0.00170391,0.00168732,0.00166497,0.00163151
392,0.0017082,0.00171866,0.00170284,0.00168626,0.00166415,0.0016307
394,0.0017069,0.00171771,0.00170221,0.00168586,0.00166363,0.00163031
396,0.00170611,0.00171642,0.00170106,0.00168445,0.00166294,0.00162971
398,0.00170512,0.00171546,0.00170044,0.00168405,0.00166205,0.00162917
400,0.00170386,0.00171431,0.00169931,0.00168336,0.0016612,0.00162827
402,0.00170311,0.00171347,0.00169881,0.00168265,0.00166041,0.00162761
404,0.00170233,0.00171212,0.00169793,0.0016817,0.00165976,0.00162703
406,0.00170133,0.00171102,0.00169671,0.00168092,0.00165911,0.00162616
408,0.00170002,0.00171007,0.00169599,0.00168025,0.00165883,0.0016253
410,0.00169953,0.00170875,0.0016949,0.00167942,0.00165776,0.00162462
412,0.00169831,0.00170753,0.00169387,0.00167877,0.00165739,0.00162409
414,0.0016974,0.00170656,0.00169306,0.001678,0.00165717,0.00162363
416,0.00169674,0.00170574,0.00169245,0.0016773,0.00165649,0.001623
418,0.00169595,0.00170496,0.00169167,0.00167669,0.00165572,0.00162218
420,0.0016953,0.00170323,0.00169094,0.0016758,0.00165503,0.00162144
422,0.00169444,0.00170247,0.00169017,0.00167539,0.00165448,0.00162097
424,0.00169381,0.00170192,0.0016893,0.00167516,0.00165378,0.00162057
426,0.00169251,0.00170088,0.0016886,0.0016739,0.00165326,0.00161997
428,0.00169184,0.00169982,0.00168767,0.00167345,0.00165251,0.00161932
